#\t Npart time\n
#Without Self-gravity\n
	10	0.8257663249969482
	100	9.404021501541138
	1000	171.89481830596924
#Self-gravity\n
	10	1.5049316883087158
	100	21.19013786315918
	1000	696.8199291229248
#Self-gravity + 10KDTree\n
	10	2.1364471912384033
	100	21.033841848373413
	1000	215.03340935707092
#Self-gravity + 50KDTree\n
	100	24.73229432106018
	1000	254.2574827671051
	1000	697.1321256160736
	1000	712.7254559993744
	100	21.066455125808716
	10	1.5366506576538086
	10	2.1815574169158936
	10	2.41546630859375
	10	2.3425302505493164
	100	24.338127613067627
	1000	259.6044316291809
	1000	308.89612650871277
	1000	305.8995668888092
	100	26.193718910217285
	1000	265.1923768520355
	1000	214.48349118232727
	1000	303.7174286842346
	1000	406.4114248752594
